PROGRAM NAME,PROGRAM CODE,PROGRAM CODE 2 ,PROGRAM CODE 3,COURSE CODE,COURSE CODE 2,COURSE CODE3,COURSE CODE 4,Work integrated learning type,WIL TYPE 2,WIL TYPE 3,WIL TYPE 4,,Primary Key,designation,Contact Name,Address,City,Postal Code,Paid/Unpaid,"22F
# of Students Placed","23W
# of Students Placed",PAC/PLACE/CAREER
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 401,,,Simulation,Simulation,,,,087fdcd7-9827-4cdd-ab87-e5a03c47724b,,Jennifer,"Electricity Dr., Windsor, ON N8W 5J1",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 402,,,Simulation,Simulation,,,,aeedb98e-5470-43c8-9820-fde6501e9617,,"Anderson,","Tecumseh Rd. E., Windsor, ON N8T 1C7",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 403,,,Simulation,Simulation,,,,c3f35954-4e72-4162-9f3f-e6ea5d3c8a84,,Lisa,"Wyandotte St. E., Windsor, ON N9Y 1H1",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 404,,,Simulation,Simulation,,,,1fe624f1-4a43-49dc-887d-d992e9aab8b2,,Anne,"Walker Rd. #250, Windsor ",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 405,,,Simulation,Simulation,,,,91b30d93-000e-41cd-9d21-f202e54062e2,,Mark,"Walker Rd., Windsor, ON N8W 5L7",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 406,,,Simulation,Simulation,,,,a1ae8f24-bb26-4380-86c8-839616878594,,Britney,"Oxford Street E, London, ON",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 407,,,Simulation,Simulation,,,,4cd7cf24-e45f-4e8f-8483-6ff032db0373,,Aleshia,"Green St, Waterford, ON N0E 1Y0",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 408,,,Simulation,Simulation,,,,26751b18-4d77-4c77-979a-a8e797f16c96,,Britney,"Watford, ON",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 409,,,Simulation,Simulation,,,,aed98148-b5df-4ceb-9744-daed595edd52,,Danielle,"Dundas St, Woodstock, ON N4S 1B2",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 410,,,Simulation,Simulation,,,,ae08a746-b72d-49bd-a34a-382e0093c6dd,,Jennifer Bratt,,,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 411,,,Simulation,Simulation,,,,0be34e91-21f2-4d45-8ac1-8a3d1481034e,,Baillee,"Queen Street East, Sault Ste. Marie, ON  P6A 1Z1",,,,,,Placement 
Dental Assisting Level I and II,H915,,,DTL 175A,DTL 412,,,Simulation,Simulation,,,,e629385d-196e-441e-bf1e-8dd0b5f57746,,Denise,"Anchor Dr, Windsor, ON N8N 5G1",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,92b39cdd-3224-42e6-aa9d-c49ca1f10691,,Fawn,"Malden Rd #4, Windsor (LaSalle), ON N9H 1S7 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,b1fa86a2-d7f4-4faf-816a-1989fac919c5,,Ginger,"Goyeau St, Windsor, ON N9A 1G5",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,9115a158-46ed-4111-8ceb-8caab213498f,,Sandra,"Deziel Dr Suite , Windsor, ON N8W 5K8 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,9e277435-31c4-4bbc-abd6-227b1d1b07dd,,Krystal,"Chilver Rd UnitWindsor, ON N8Y 2K2 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,0f078ebb-edfa-46b6-8117-109749ac35ee,,Cathy,"Lachance, Tecumseh, ON N8N 1L5 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,a129e6d0-6d52-43c3-b35b-daf709f37f76,,Nadia,"Dougall Ave., Windsor ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,b3e0e5e0-514d-4e48-93e7-ba6a5cb08675,,Laura,"Ouellette Ave., Windsor",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,eebcaa0b-10ac-4fc7-aef9-8da6de16ade7,,0,"Amy Croft Dr, Tecumseh, ON N8N 2L9 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,7d4622f7-de32-4292-8df9-e33a8b34f04f,,Aida,"Lambert St. Amherstburg, Ontario N9A 0A9 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,5a3b7e3e-6d32-407f-b794-9cd8b302ce74,,Joey,"Provincial Rd., Windsor N8W 5W1 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,3bfd99a8-e700-4983-b2aa-994d9f19be24,,"Suheir,","Jackson Park Health Center, McDougall St Suite , Windsor, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c1c219ad-88ca-4eaf-aa01-632e48efa89e,,Jana,Pelissier St. Suite Windsor,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,e4479db3-4119-45c1-af4f-ab64c8971cb7,,0,"Manning Road, Suite , Tecumseh, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,3f0ef309-ef75-47ad-82bd-fd16f867fcfc,,Teresa,"Dougall Ave, Windsor, ON N9G 1X2; 1695 Manning Rd. Tecumseh N8N 2L9 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,2d13569d-2993-428b-a5bb-6d6a8317d93d,,"Deirdre,",Amy Croft Dr. ,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,485c4f1c-5383-4c58-8d20-13a1819846c1,,Abby,"Main Street E., Kingsville, ON N9Y 1A2",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,9fcbbda9-b01a-4bd1-8072-2f71f3b2e838,,"Shelby,","Talbot St N, Essex, ON N8M 2C4",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,e70719f7-a4d4-4ab2-8963-e94e58982e4a,,0,"Windsor Ave, Suite, Windsor ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,76059e1a-9e6b-480e-bc3d-0fda2a4d3248,,Laura,"Dougall Ave Uni, Windsor, ON N8X 5A7",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c95b8b84-cc29-44ef-ba99-1b17d997abe4,,Rana,"Tecumseh Rd E, Windsor, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,71bc79d4-df5b-4ce8-a6e7-82cf2d5e0539,,Sandra,"Deziel Dr Suite # , Windsor, ON N8W 5K8",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,3d26ebbd-e3a1-4301-b4bb-232cc9a07bd4,,Ruth,Walker Rd,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,fd02570e-01fd-4cf5-bb48-debde9f5b011,,Tracey,"Tecumseh Rd E, Windsor, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,76f7d003-9580-4820-9a01-c37100b6be7e,,"Vanessa,","Dougall Ave, Windsor, ON N9E 1S4 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,b4c406da-3b4f-4623-b2e9-f7dda6b1bacd,,Atoe,"William Street South Chatham, ON N7M 6B3 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,19ac5f27-9d0c-432c-84bc-aa75aeb06ab4,,Laura,Malden Rd #114 Lasalle ON N9H 1S3,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c679bbac-4988-4971-af9f-056713e5f259,,Jessica,"Tecumseh Rd E. Tecumseh, ON N8N 3T0 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,581259d2-0305-4e15-9a9c-df5e8946a01c,,Kristina,,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,85ecec63-4c78-4784-a33a-e72f8aaee3b3,,Ella,"Tecumseh Rd E, Windsor, ON N8T 1E7 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,8effedf4-1299-428d-b286-d475f04fcd30,,Jennifer,"Ouellette Ave, Windsor, ON N8X 1K7 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,744e1dd6-1e5f-4c2a-8fb4-d99166276365,,Madalina,"Banwell Rd #100, Windsor, ON (Inside Design)",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,5244fd2d-a0cd-40c7-b484-cac8e7aac4d6,,Nicole,"Ottawa St, Windsor, ON N8X 2E6 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,bde41c0f-4dde-40c8-867d-24786e7e3745,,0,"Front Rd. Lasalle, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,815a5c76-44f1-4e09-bfce-b7c812e62c88,,Hebah,"Howard Ave, Windsor, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c5eb211e-cf23-4c6f-b38e-6b551054f32c,,AK,Tecumseh Rd E. Windsor,,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,6572d54d-a739-4e89-805d-08f9032bd590,,Micha,"Remark Dr, Kingsville, Ontario N9Y 3X6",,,,2,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,6580c601-0ada-46af-94a8-f02e4fa46dba,,Monica,"Tecumseh Rd E, Windsor, ON N8R 1A5",,,,1,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,14a09d60-9543-4a3e-b424-68800599fcdd,,Pam,Cabana Rd E Suite  Windsor ON N8X 3W7 ,,,,4,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,280e10ad-5692-4fe9-957d-b58aa9aeca1d,,Linda,"Stanley St, Windsor, ON N8X 4Z9 ",,,,3,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,18c939b0-8775-4ae7-87b3-93ce199de04e,,Sanja Livrinska,"Lesperance Rd. Tecumseh, ON N8H 1Y2; 3001 Dougall Ave., Windsor ON N9E 1S3 ",,,,1,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,02ae9c56-343f-424d-9bac-b5ef98455d62,,Brenda,"Victoria Ave. Chatham, ON N7L 3A1",,,,1,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,811302bb-9ccb-4a97-942a-b9651b91b862,,Hali,"Essex County Rd 22 Unit/, Belle River, ON N0R 1A0 ",,,,1,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,12da62c0-a84f-46e0-96f0-0cf53bfa6149,,John,Tecumseh Rd E,,,,4,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,87b61a04-9aa7-4131-89ee-91d5fb7c732c,,Monique,"Walker Rd, Windsor",,,,2,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,49e06308-77e5-47f2-b3cb-edbf2831eaf8,,Ashley,Dougall Ave,,,,2,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,8fab41c9-0060-4705-9384-5dc736ac4d09,,0,"Main Street West, Kingsville, ON",,,,2,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,2abb5a02-e2cb-4dce-b642-47c169cd6410,,Jenny,"Sprucewood Ave, Windsor, ON N9J 1X7 ",,,,3,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,68133e29-7b39-401b-91d5-549c2142dd85,,Sean,"Wyandotte St. E., Windsor N8S 1M9 ",,,,5,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,37a945dc-246f-41b2-b39a-d75656eb09e3,,Slagjana,"Lanoue St, Windsor, Ontario N8N 5B5 ",,,,6,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,b1e42648-fafd-4864-a82e-8f6f4159e19b,,0,"Dougall Ave, Windsor (Inside Cameo Hair Salon)",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c3279ec5-b8b7-42d5-993c-ef675a66300c,,Vanessa,"Wyandotte St E, 102 B  Windsor, OntarioN8Y 1C7",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,38001fdd-6335-415f-bbd0-e8f006e963ac,,Stella,Howard Ave Unit Windsor (Inside Bar),,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,55eed67c-2e2d-4543-889d-d07caeccf1c8,,Rose,"Sandwich St S, Amherstburg, ON N9V 3Z7 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c26f15fc-46f1-4d36-91e3-f57fc35a90e8,,Bill,"Dalhousie St #, Amherstburg, ON N9V 1W7 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,feca46d6-53af-49b7-845f-f5a924348276,,Sarah/Carlie,"Tecumseh Rd E, Windsor, ON N8T 1E3 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,b4b9a7f2-0d7e-4c1d-b339-611649a4d7b8,,0,"Hawthorne Dr Suite  Windsor, ON N8T 3N3 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,863eb923-ce88-43c2-856b-bc64eaf426da,,Joanne,"Lesperance Rd, Tecumseh, ON",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,5119b167-c728-4586-8ba4-1dfbbe1e96e6,,0,"Tecumseh Rd E, Tecumseh",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,9a3f4f62-5b44-4541-8fff-55d9743f7acd,,Naveena,"Tecumseh Rd E, Windsor, ON N8N 1L8 ",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,2c0dc4e2-9b19-4bab-86c4-3eea30e4e2cf,,Holli,"Advance Blvd, Tecumseh, ON   N8N 0B8",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,fa99f07c-f0e8-4b57-bb30-977420578c49,,0,"Riverside Drive E. Windsor, ON N8S 1E1",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c42e509c-5615-4c18-964a-45d72926ca4a,,Alicia,"Erie St E, Windsor, ON N9A 3Y9",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,5b1e8356-8820-4fad-9c9c-56f79dff7899,,0,"Forest Glade Dr, Windsor, ON N8R 1W6",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,c2d38460-abd6-47f0-9fd9-5f3bf9e8a351,,0,"Malden Rd Unit, LaSalle, ON N9H 1T5",,,,,,Placement 
Advanced Medical Esthetics Practitioner,H912,,,MES 300,MES 301,,,Simulation,Placement,,,,cee18f9d-0b91-4034-aa72-8e6127949129,,0,"Dundas Street, London, ON",,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,725b81a1-b402-441c-a654-b5b00adcfc07,,Jeanmarie,OTA Placement list,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,da6c3151-e63f-4c05-80a5-196fd8773d22,,Toula,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,e8ab10c1-7b93-4500-aa0a-80ceeebf0913,,Toula Reppas (Achieva),,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,5bd183f3-2783-41e6-ba58-95406aec0e80,,Toula Reppas (Achieva) Jenita Princess PT,,Blenheim,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,0d9fdb3a-b926-47ef-b2f4-a645d0a0e3fc,,Alysia Daley; Preceptor Latesha Robinson,,Brampton,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,17d12c79-bd9c-4a56-9208-b99df6951197,,Anna or Alex,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,17d12c79-bd9c-4a56-9208-b99df6951197,,Anna or Alex,,Essex,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,17d12c79-bd9c-4a56-9208-b99df6951197,,Anna or Alex; Matt PT,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,d3a2e1e0-4eed-40c2-afa8-906d3d7948c1,,"Captain Kelly McIntyre, PT",,Ottawa,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,a0eeee32-f8cc-4672-a910-6cd0181f6f7b,,Janice Weaver (Office manager) Berardo Nicolas PT,,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,6be40c3e-560c-4eb6-9eff-cc98b62acd82,,Jarrod Prieur (Rehab manager) Lisa Stonehouse (Admin),,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,8382faf2-c8f2-49de-8db9-01fc3f4172d6,,Toula Reppas (Achieva) Raji Pazhassamy (PT at CT),,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,d95ff3cb-494e-4b5e-a8fa-bd5fd3ab1b0c,,Toula Reppas (Achieva) ,,Wheatley,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,8cd74264-823c-4125-ba4c-1cfd6c696613,,"Melissa Cowan, Manager Allied Health Programs",,Leamington,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,1cbf93a1-a4b1-4f70-b5ae-3fd502b6bcf2,,Danese Tenzer and Sarah Primeau - PT Owners,,Essex,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,175d6de8-48d0-41f9-8b08-0a90286eccd7,,"Toula Reppas (Achieva), Himanshu Sakhalkar PT",,London,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,217573a2-3bb2-4f46-8b9e-c2950d6613e8,,TK Dwarkanath (Lifemark Seniors)  Toula Reppa (achieva),,Wallaceburg,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,66e11500-b472-432e-9343-4e907f01e09a,,Sonya Vani PT,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,d3cac7fa-7444-4690-9a65-c63364459aac,,Charmaine Yu PT,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,5fa40e0a-1a17-4e1e-8d3f-ca6f10cd69f9,,Toula Reppas (Achieva)  Monika Konior PT,,Essex,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,9cd46445-c254-4d41-b16b-0de4cd20bfaf,,Michael Koonar-  PT Owner,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,9cd46445-c254-4d41-b16b-0de4cd20bfaf,,Michael Koonar-  PT Owner,,Lakeshore,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,6312f52a-9c8e-483e-b1fd-2a05396447be,,Sheetal,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,6312f52a-9c8e-483e-b1fd-2a05396447be,,Sonali Narshana PT,,Tecumseh,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,2b3610eb-37a0-4062-a82c-7263fb3f405b,,"Toula Reppas (Achieva), Mat White PT",,London,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,19495fc3-c29b-4e05-ba5b-81f4f9836608,,"TK Dwarkanath (Lifemark Seniors), Anne-Marie Rumble (RN Administrator), tristen.stewart@lifemarkseniorswellness.ca. Include kdoherty@jarlette.com, mjohnson@jarlette.com, rkouyzer@jarlette.com; esra.aldaoud@lifemarkseniorswellness.ca",,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,229b02e5-6121-4314-aac7-130bb002a463,,"Catherine Trembley, Courtney Giesbrecht",,Leamington,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,18fc2cde-a754-4789-b93e-c5c5c4b6f4ce,,"Toula Reppas ( Achieva), Monika Konior",,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,59f6539e-899b-49ba-8ecb-f92bb25ffb96,,"Kelly Young, R. Kin, Supervisor, Therapeutic Recreation and Volunteer Services",,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,ad5c3c70-c914-431a-a65e-c669970577f5,,0,,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,1d0fcb6d-8d62-4608-b9f3-db540bee7a91,,0,,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,197ddf31-d883-469f-abc9-d6258c1eeedb,,"Madyson, Janelle, Kinesiologists",,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,21adc462-1593-4a12-8bcf-96ee98c17703,,Michael Koonar-  PT Owner,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,a05cf214-b842-4b39-889f-afdb0338c30f,,"Toula Reppas (Achieva), Peeyush",,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,83292eea-dcf7-4565-aad8-2208d8c1fbb9,,"TK Dwarkanath (Lifemark Seniors), ",,Leamington,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,48c86155-e5be-4160-8a90-4a4b56f8b25e,,Danese Tenzer and Sarah Primeau - PT Owners,,Tecumseh,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,860122b7-da1f-4a25-98f2-786a112b6c5f,,Tina Jamieson ,,Chatham,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,a38968fd-28a2-4f03-b0d0-1cc3f0813c86,,Danese Tenzer and Sarah Primeau - PT Owners,,Tilbury,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,,b236d3ff-1c88-4b40-acda-5e4783ed6449,,Heather Tetley,,Windsor,,,,,Placement 
Occupational Therapist Assistant / Physiotherapist Assistant,K893,,,OTP 301 ,OTP 401,,,Placement ,Placement ,,,Duplicate,e25b26bc-0e5f-4795-8995-b387f8314528,,"Mark Woodall (Owner), Lindsey R. Kin",,Chatham,,,,,Placement 
